Best Velocity (km/h), Distance (m), Battery (Wh)
26.70000000000003, 768960, -51646.71413948152
15.199999999999992, 437760, 10091.902310631689
28.00000000000003, 806400, -59803.62418232039
15.199999999999992, 437760, 10091.902310631689
28.00000000000003, 806400, -59803.62418232039
15.199999999999992, 437760, 10091.902310631689
28.00000000000003, 806400, -59803.62418232039
