"id","gps_rx_time","gps_longitude","gps_latitude","gps_speed","gps_num_sats","battery_sup_bat_v","battery_main_bat_v","battery_main_bat_c","battery_low_cell_v","battery_high_cell_v","battery_high_cell_t","battery_cell_idx_low_v","battery_cell_idx_high_t","mppt1_input_v","mppt1_input_c","mppt1_output_v","mppt1_output_c","mppt2_input_v","mppt2_input_c","mppt2_output_v","mppt2_output_c","mppt3_input_v","mppt3_input_c","mppt3_output_v","mppt3_output_c","mitsuba_voltage","mitsuba_current","created_at"
"1260","-1","0","0","0","0","0","46.284","0.134","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:20.530729"
"1261","-1","0","0","0","0","0","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:26.33854"
"1262","-1","0","0","0","0","0","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:32.37715"
"1263","-1","0","0","0","0","0","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:38.581004"
"1264","-1","0","0","0","0","0","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:44.681109"
"1265","-1","0","0","0","0","9.731","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:50.671184"
"1266","-1","0","0","0","0","9.731","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:37:56.525656"
"1267","-1","0","0","0","0","9.731","46.272","0.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2025-07-04 12:38:02.702888"
"1268","-1","0","0","0","0","9.731","46.643","6.005","3.542","29.713","3.599","16","29","0","0","0","0","0","0","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:08.776249"
"1269","-1","0","0","0","0","9.731","46.519","5.702","3.542","29.713","3.599","16","29","0","0","0","0","0","0","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:14.903528"
"1270","-1","0","0","0","0","9.731","46.776","6.166","3.542","29.713","3.599","16","29","0","0","0","0","3.621","68.278","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:20.900512"
"1271","-1","0","0","0","0","9.731","46.523","5.82","3.56","36.303","3.616","31","29","0","0","0","0","3.621","68.278","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:27.131967"
"1272","-1","0","0","0","0","9.731","46.523","5.82","3.56","36.303","3.616","31","29","0","0","0","0","3.621","68.278","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:34.570984"
"1273","-1","0","0","0","0","9.731","46.66","5.876","3.561","33.916","3.744","31","23","0","0","0","0","3.621","68.278","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:45.758895"
"1274","-1","0","0","0","0","9.731","46.792","6.172","3.561","32.817","3.719","31","0","0","0","0","0","3.621","68.278","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:38:46.10226"
"1275","-1","0","0","0","0","12.803","46.563","5.826","3.563","30.585","3.746","31","21","0","0","0","0","3.641","68.333","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:39:40.542239"
"1276","-1","0","0","0","0","9.731","46.668","5.857","3.561","32.817","3.719","31","0","0","0","0","0","3.621","68.278","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:40.615091"
"1277","-1","0","0","0","0","12.803","46.673","5.981","3.561","32.25","3.617","31","30","0","0","0","0","3.631","68.31","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:40.689673"
"1278","-1","0","0","0","0","12.803","46.673","5.981","3.561","32.25","3.617","31","30","0","0","0","0","3.631","68.31","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:40.744826"
"1279","-1","0","0","0","0","12.803","46.558","5.758","3.563","30.585","3.746","31","21","0","0","0","0","3.631","68.31","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:39:40.80366"
"1280","-1","0","0","0","0","9.731","46.539","5.814","3.561","32.25","3.617","31","30","0","0","0","0","3.631","68.31","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:40.858759"
"1281","-1","0","0","0","0","12.803","46.558","5.758","3.563","30.585","3.746","31","21","0","0","0","0","3.631","68.31","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:40.924453"
"1282","-1","0","0","0","0","12.803","46.673","5.981","3.561","32.25","3.617","31","30","0","0","0","0","3.631","68.31","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:40.982075"
"1283","-1","0","0","0","0","12.803","46.556","5.746","3.563","36.415","3.736","31","21","0","0","0","0","3.631","68.31","2.37","104.147","0","0","0","0","0","0","2025-07-04 12:39:41.042742"
"1284","-1","0","0","0","0","12.803","46.563","5.826","3.564","33.651","3.737","31","3","0","0","0","0","3.641","68.333","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:39:46.726819"
"1285","-1","0","0","0","0","12.803","46.563","5.826","3.564","33.651","3.737","31","3","0","0","0","0","3.641","68.333","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:39:51.974594"
"1286","-1","0","0","0","0","12.803","46.827","5.53","3.564","33.651","3.737","31","3","3.455","49.219","0","0","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:39:58.133444"
"1287","-1","0","0","0","0","12.803","46.827","5.53","3.564","33.651","3.737","31","3","3.455","49.219","0","0","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:04.099075"
"1288","-1","0","0","0","0","12.803","46.707","5.857","3.564","33.651","3.737","31","3","3.455","49.219","1.629","104.181","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:10.424376"
"1289","-1","0","0","0","0","33.795","46.711","5.919","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:16.279798"
"1290","-1","0","0","0","0","33.795","46.584","6.123","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:22.321078"
"1291","-1","0","0","0","0","33.795","46.584","6.123","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:28.440286"
"1292","-1","0","0","0","0","33.795","46.584","6.123","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.649","68.368","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:34.6456"
"1293","-1","0","0","0","0","33.795","46.584","6.123","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.666","68.398","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:40.600918"
"1294","-1","0","0","0","0","33.795","46.584","6.123","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.666","68.398","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:46.660022"
"1295","-1","0","0","0","0","33.795","46.584","6.123","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.666","68.398","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:52.628285"
"1296","-1","0","0","0","0","33.795","46.731","6.233","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.666","68.398","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:40:58.878719"
"1297","-1","0","0","0","0","33.795","46.736","5.87","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.679","68.423","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:41:04.881341"
"1298","-1","0","0","0","0","33.795","46.736","5.87","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.679","68.423","2.384","104.242","0","0","0","0","0","0","2025-07-04 12:41:11.125876"
"1299","-1","0","0","0","0","33.795","46.736","5.87","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.679","68.423","2.416","104.358","0","0","0","0","0","0","2025-07-04 12:41:17.223401"
"1300","-1","0","0","0","0","33.795","46.747","5.87","3.564","31.002","3.747","31","12","3.455","49.219","1.629","104.181","3.679","68.423","2.416","104.358","0","0","0","0","0","0","2025-07-04 12:41:23.114599"
"1301","-1","0","0","0","0","33.795","46.747","5.87","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.416","104.358","0","0","0","0","0","0","2025-07-04 12:41:29.214416"
"1302","-1","0","0","0","0","33.795","46.877","5.931","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.416","104.358","0","0","0","0","0","0","2025-07-04 12:41:35.314751"
"1303","-1","0","0","0","0","33.795","46.878","5.986","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.421","104.385","0","0","0","0","0","0","2025-07-04 12:41:41.521867"
"1304","-1","0","0","0","0","33.795","46.878","5.986","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.421","104.385","0","0","0","0","0","0","2025-07-04 12:41:47.415473"
"1305","-1","0","0","0","0","38.147","46.629","5.981","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.421","104.385","0","0","0","0","0","0","2025-07-04 12:41:53.517044"
"1306","-1","0","0","0","0","18.179","46.89","5.739","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.426","104.456","0","0","0","0","0","0","2025-07-04 12:41:59.578815"
"1307","-1","0","0","0","0","18.179","46.635","6.345","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.679","68.423","2.426","104.473","0","0","0","0","0","0","2025-07-04 12:42:05.731655"
"1308","-1","0","0","0","0","18.179","46.638","6.079","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.708","68.47","2.426","104.473","0","0","0","0","0","0","2025-07-04 12:42:11.658183"
"1309","-1","0","0","0","0","18.179","46.639","5.918","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.708","68.47","2.426","104.473","0","0","0","0","0","0","2025-07-04 12:42:17.828305"
"1310","-1","0","0","0","0","18.179","46.639","5.918","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.708","68.47","2.432","104.484","0","0","0","0","0","0","2025-07-04 12:42:24.012107"
"1311","-1","0","0","0","0","18.179","46.647","6.08","3.564","31.002","3.747","31","12","3.496","49.205","1.629","104.181","3.708","68.47","2.432","104.484","0","0","0","0","0","0","2025-07-04 12:42:30.085478"
"1312","-1","0","0","0","0","18.179","46.647","6.08","3.57","33.502","3.624","31","12","3.496","49.205","1.629","104.181","3.713","68.487","2.432","104.484","0","0","0","0","0","0","2025-07-04 12:42:35.982248"
"1313","-1","0","0","0","0","18.179","46.647","6.08","3.57","33.502","3.624","31","12","3.496","49.205","1.629","104.181","3.713","68.487","2.432","104.484","0","0","0","0","0","0","2025-07-04 12:42:42.113198"
"1314","-1","0","0","0","0","18.179","43.488","6.104","3.57","33.502","3.624","31","12","3.496","49.205","1.629","104.181","3.713","68.487","2.442","104.511","0","0","0","0","0","0","2025-07-04 12:42:48.200094"
"1315","-1","0","0","0","0","18.179","47.041","5.833","3.57","33.502","3.624","31","12","3.496","49.205","1.629","104.181","3.72","68.476","2.442","104.511","0","0","0","0","0","0","2025-07-04 12:42:54.195936"
"1316","-1","0","0","0","0","18.179","46.661","5.789","3.57","33.502","3.624","31","12","3.496","49.205","1.629","104.181","3.72","68.476","2.442","104.511","0","0","0","0","0","0","2025-07-04 12:43:00.312341"
"1317","-1","0","0","0","0","18.179","46.662","6.049","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.72","68.476","2.442","104.541","0","0","0","0","0","0","2025-07-04 12:43:06.390311"
"1318","-1","0","0","0","0","18.179","46.79","5.807","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.72","68.476","2.442","104.541","0","0","0","0","0","0","2025-07-04 12:43:12.458759"
"1319","-1","0","0","0","0","18.179","46.799","5.962","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.728","68.523","2.442","104.541","0","0","0","0","0","0","2025-07-04 12:43:18.633929"
"1320","-1","0","0","0","0","18.179","46.928","5.98","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.728","68.523","2.442","104.541","0","0","0","0","0","0","2025-07-04 12:43:24.822061"
"1321","-1","0","0","0","0","18.179","46.928","5.98","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.728","68.523","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:43:30.606222"
"1322","-1","0","0","0","0","39.171","46.806","5.702","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.734","68.502","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:43:37.010578"
"1323","-1","0","0","0","0","39.171","46.809","6.043","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.732","68.54","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:43:42.909748"
"1324","-1","0","0","0","0","39.171","46.941","6.104","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.732","68.54","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:43:49.060704"
"1325","-1","0","0","0","0","39.171","46.941","6.104","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.732","68.54","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:43:55.180984"
"1326","-1","0","0","0","0","39.171","46.941","6.104","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.741","68.618","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:44:01.048972"
"1327","-1","0","0","0","0","39.171","46.941","6.104","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.741","68.618","2.445","104.498","0","0","0","0","0","0","2025-07-04 12:44:07.074527"
"1328","-1","0","0","0","0","39.171","46.941","6.104","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.741","68.618","2.451","104.57","0","0","0","0","0","0","2025-07-04 12:44:13.263098"
"1329","-1","0","0","0","0","39.171","46.697","6.203","3.571","32.591","3.728","31","30","3.496","49.205","1.671","104.395","3.741","68.618","2.451","104.57","0","0","0","0","0","0","2025-07-04 12:44:19.326596"
"1330","-1","0","0","0","0","56.579","46.697","6.203","3.574","34.826","3.715","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.451","104.57","0","0","0","0","0","0","2025-07-04 12:44:25.485779"
"1331","-1","0","0","0","0","56.579","47.086","5.925","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.451","104.57","0","0","0","0","0","0","2025-07-04 12:44:31.525917"
"1332","-1","0","0","0","0","56.579","46.832","6.172","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.456","104.57","0","0","0","0","0","0","2025-07-04 12:44:37.733935"
"1333","-1","0","0","0","0","56.579","47.22","5.974","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.456","104.57","4.163","27.941","0","0","0","0","2025-07-04 12:44:43.942641"
"1334","-1","0","0","0","0","56.579","46.968","6.141","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.456","104.57","4.163","27.941","0","0","0","0","2025-07-04 12:44:49.843566"
"1335","-1","0","0","0","0","56.579","46.968","6.141","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.463","104.604","4.163","27.941","0","0","0","0","2025-07-04 12:44:55.878649"
"1336","-1","0","0","0","0","56.579","46.968","6.141","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.741","68.618","2.463","104.604","4.163","27.941","0","0","0","0","2025-07-04 12:45:01.811858"
"1337","-1","0","0","0","0","56.579","46.847","6.326","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.767","68.363","2.463","104.604","4.163","27.941","0","0","0","0","2025-07-04 12:45:07.83278"
"1338","-1","0","0","0","0","29.443","46.847","6.326","3.574","37.061","3.755","31","6","3.557","49.351","1.671","104.395","3.767","68.363","2.463","104.604","4.163","27.941","0","0","0","0","2025-07-04 12:45:14.222086"
"1339","-1","0","0","0","0","29.443","46.852","5.863","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.767","68.363","2.47","104.629","4.163","27.941","0","0","0","0","2025-07-04 12:45:19.991898"
"1340","-1","0","0","0","0","29.443","47.112","5.888","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.767","68.363","2.47","104.629","4.163","27.941","0","0","0","0","2025-07-04 12:45:25.985845"
"1341","-1","0","0","0","0","29.443","47.241","6.042","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.767","68.363","2.47","104.629","4.163","27.941","0","0","0","0","2025-07-04 12:45:32.223739"
"1342","-1","0","0","0","0","29.443","46.99","5.875","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.767","68.363","2.47","104.629","4.163","27.941","0","0","0","0","2025-07-04 12:45:38.130327"
"1343","-1","0","0","0","0","29.443","47.376","5.832","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.767","68.363","2.471","104.648","4.163","27.941","0","0","0","0","2025-07-04 12:45:44.507715"
"1344","-1","0","0","0","0","29.443","47.123","6.147","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.772","68.603","2.471","104.648","4.163","27.941","0","0","0","0","2025-07-04 12:45:50.296088"
"1345","-1","0","0","0","0","29.443","48.076","5.746","3.574","37.061","3.755","31","6","3.557","49.351","1.689","104.491","3.772","68.603","2.471","104.648","4.163","27.941","0","0","0","0","2025-07-04 12:45:56.466278"
"1346","-1","0","0","0","0","26.371","46.872","6.073","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.475","104.66","4.163","27.941","0","0","0","0","2025-07-04 12:46:02.756502"
"1347","-1","0","0","0","0","26.371","46.872","6.073","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.475","104.66","4.163","27.941","0","0","0","0","2025-07-04 12:46:09.063084"
"1348","-1","0","0","0","0","26.371","47.005","5.98","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.475","104.66","4.163","27.941","0","0","0","0","2025-07-04 12:46:14.864354"
"1349","-1","0","0","0","0","26.371","46.88","6.381","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.475","104.66","4.163","27.941","0","0","0","0","2025-07-04 12:46:20.732928"
"1350","-1","0","0","0","0","26.371","46.88","6.381","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:46:27.072556"
"1351","-1","0","0","0","0","26.371","47.528","6.16","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:46:33.160853"
"1352","-1","0","0","0","0","26.371","47.528","6.16","3.574","37.061","3.755","31","6","3.557","49.351","1.696","104.56","3.772","68.603","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:46:38.983716"
"1353","-1","0","0","0","0","26.371","47.15","6.215","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","3.772","68.603","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:46:45.113143"
"1354","-1","0","0","0","0","26.371","47.15","6.215","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","3.772","68.603","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:46:51.036088"
"1355","-1","0","0","0","0","35.331","47.282","6.067","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","3.82","68.146","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:46:57.369059"
"1356","-1","0","0","0","0","35.331","47.41","5.949","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","3.82","68.146","2.482","104.737","4.163","27.941","0","0","0","0","2025-07-04 12:47:03.210231"
"1357","-1","0","0","0","0","35.331","46.902","5.999","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","3.82","68.146","0.74","121.093","4.163","27.941","0","0","0","0","2025-07-04 12:47:09.426862"
"1358","-1","0","0","0","0","35.331","46.564","0.573","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","-0.02","79.709","0.74","121.093","4.163","27.941","0","0","0","0","2025-07-04 12:47:15.590941"
"1359","-1","0","0","0","0","35.331","46.564","0.573","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","-0.02","79.709","0.74","121.093","4.163","27.941","0","0","0","0","2025-07-04 12:47:21.48517"
"1360","-1","0","0","0","0","35.331","46.526","0.449","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","-0.02","79.709","0.74","121.093","4.163","27.941","0","0","0","0","2025-07-04 12:47:28.602257"
"1361","-1","0","0","0","0","35.331","46.863","6.104","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","-0.02","79.709","0.74","121.093","4.163","27.941","0","0","0","0","2025-07-04 12:47:36.728327"
"1362","-1","0","0","0","0","35.331","46.863","6.104","3.579","32.591","3.716","31","15","3.557","49.351","1.696","104.56","3.832","67.973","0.74","121.093","4.22","27.921","0","0","0","0","2025-07-04 12:47:39.466845"
"1564","0","0","0","0","0","41.731","48.24","4.839","3.644","3.824","42.06","0","0","37.984","2.946","106.704","1.035","68.603","3.501","107.653","2.287","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:47:36.348794"
"1566","0","0","0","0","0","60.419","48.309","0.561","3.683","3.831","37.551","0","0","55.173","0.551","112.725","0.16","81.411","-0.017","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:47:40.027457"
"1567","0","0","0","0","0","16.643","48.521","-0.576","3.644","3.824","42.06","0","0","56.899","-0.006","107.209","1.287","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:47:42.273862"
"1568","0","0","0","0","0","41.731","48.335","2.091","3.644","3.824","42.06","0","0","37.984","2.946","106.704","1.035","71.147","3.417","107.653","2.287","30.874","3.218","107.396","1.136","0","0","2025-07-04 14:47:43.36458"
"1569","0","0","0","0","0","60.419","48.167","0.055","3.683","3.831","37.551","0","0","55.173","0.551","112.725","0.16","81.411","-0.017","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:47:45.439624"
"1570","0","0","0","0","0","41.731","48.249","5.259","3.644","3.824","42.06","0","0","56.899","-0.006","107.209","1.287","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:47:47.555254"
"1571","0","0","0","0","0","60.419","48.167","0.807","3.683","3.831","37.551","0","0","55.173","0.551","112.725","0.16","81.411","-0.017","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:47:51.646329"
"1572","0","0","0","0","0","41.731","48.249","5.259","3.644","3.824","42.06","0","0","56.899","-0.006","107.209","1.287","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:47:53.727254"
"1573","0","0","0","0","0","60.419","48.565","4.357","3.683","3.831","37.551","0","0","55.173","0.551","112.725","0.16","81.411","-0.017","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:47:57.82221"
"1574","0","0","0","0","0","41.731","48.655","5.074","3.644","3.824","42.06","0","0","56.899","-0.006","107.607","1.197","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:47:59.90233"
"1575","0","0","0","0","0","60.419","48.565","4.357","3.683","3.831","37.551","0","0","49.769","1.132","112.725","0.16","81.411","-0.017","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:04.028387"
"1576","0","0","0","0","0","41.731","48.324","-0.095","3.644","3.824","42.06","0","0","44.379","1.618","107.607","1.197","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:48:06.10429"
"1577","0","0","0","0","0","60.419","48.324","3.579","3.683","3.831","37.551","0","0","49.769","1.132","112.725","0.16","71.288","3.319","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:09.075387"
"1578","0","0","0","0","0","41.731","48.432","-2.675","3.644","3.824","42.06","0","0","44.379","1.618","107.607","1.197","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:48:12.161637"
"1579","0","0","0","0","0","41.731","48.339","-1.668","3.644","3.824","42.06","0","0","44.379","1.618","106.704","1.035","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:48:18.263073"
"1580","0","0","0","0","0","64.003","48.599","3.739","3.683","3.831","37.551","0","0","49.562","1.139","107.446","0.524","71.228","3.329","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:22.365334"
"1581","0","0","0","0","0","41.731","48.339","-1.668","3.644","3.824","42.06","0","0","37.984","2.946","106.704","1.035","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:48:24.433572"
"1582","0","0","0","0","0","64.003","48.599","3.739","3.683","3.831","37.551","0","0","49.562","1.139","107.446","0.524","71.228","3.329","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:28.531996"
"1583","0","0","0","0","0","41.731","48.24","4.839","3.644","3.824","42.06","0","0","37.984","2.946","106.704","1.035","68.603","3.501","107.228","2.203","29.003","4.015","107.396","1.136","0","0","2025-07-04 14:48:30.621913"
"1584","0","0","0","0","0","64.003","48.207","0.529","3.683","3.831","37.551","0","0","49.562","1.139","107.446","0.524","71.228","3.329","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:34.709641"
"1585","0","0","0","0","0","64.003","48.196","0.314","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","71.228","3.329","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:39.813991"
"1586","0","0","0","0","0","64.003","48.193","0.387","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","71.228","3.329","122.051","-0.013","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:44.907898"
"1587","0","0","0","0","0","64.003","48.06","0.715","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","71.228","3.329","121.856","0.019","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:52.023402"
"1588","0","0","0","0","0","64.003","47.926","0.196","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","80.665","-0.02","121.856","0.019","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:48:58.12543"
"1589","0","0","0","0","0","64.003","48.334","4.622","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","80.665","-0.02","121.856","0.019","30.242","2.758","107.138","0.794","0","0","2025-07-04 14:49:04.238654"
"1590","0","0","0","0","0","64.003","48.608","4.74","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","80.665","-0.02","121.856","0.019","30.242","2.758","107.649","0.823","0","0","2025-07-04 14:49:11.358542"
"1591","0","0","0","0","0","1.539","48.608","4.74","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","70.897","3.338","121.856","0.019","26.169","3.389","107.649","0.823","0","0","2025-07-04 14:49:17.463613"
"1592","0","0","0","0","0","1.539","48.608","4.74","3.683","3.831","37.551","0","0","55.007","0.534","107.446","0.524","70.897","3.338","121.856","0.019","26.169","3.389","107.649","0.823","0","0","2025-07-04 14:49:22.571658"
